40.584,-73.654
40.584,-73.654
40.584,-73.654
40.584,-73.654
40.584,-73.654
40.584,-73.654
40.584,-73.654
40.584,-73.654
40.584,-73.654
40.584,-73.654
40.584,-73.654
40.584,-73.654
40.584,-73.654
40.584,-73.654
40.584,-73.654
40.584,-73.654
40.584,-73.654
40.584,-73.654
40.584,-73.654
40.584,-73.654
40.584,-73.654
40.584,-73.654
40.584,-73.654
40.584,-73.654
40.584,-73.654
40.584,-73.654
40.584,-73.654
40.584,-73.654
40.584,-73.654
40.584,-73.654
40.584,-73.654
40.584,-73.654
40.584,-73.653
40.584,-73.654
40.584,-73.654
40.584,-73.654
40.584,-73.654
40.584,-73.653
40.584,-73.654
40.584,-73.654
40.584,-73.654
40.584,-73.653
40.584,-73.654
40.584,-73.654
40.584,-73.654
40.584,-73.653
40.584,-73.653
40.584,-73.654
40.584,-73.653
40.584,-73.654
40.584,-73.654
40.584,-73.654
40.584,-73.654
40.584,-73.653
40.584,-73.654
40.584,-73.654
40.584,-73.654
40.584,-73.654
40.584,-73.654
40.584,-73.654
40.584,-73.654
40.584,-73.654
40.584,-73.654
40.584,-73.654
40.584,-73.654
40.584,-73.654
40.584,-73.653
40.584,-73.654
40.584,-73.654
40.584,-73.653
40.584,-73.654
40.584,-73.654
40.584,-73.654
40.584,-73.654
40.593,-73.657
40.643,-73.635
40.643,-73.636
40.643,-73.636
40.643,-73.636
40.643,-73.636
40.643,-73.636
40.643,-73.635
40.643,-73.635
40.643,-73.636
40.643,-73.635
40.586,-73.655
40.585,-73.653
40.584,-73.654
40.584,-73.654
40.584,-73.654
40.584,-73.653
40.584,-73.654
40.584,-73.654
40.584,-73.654
40.584,-73.654
40.584,-73.654
40.584,-73.654
40.584,-73.654
40.584,-73.654
40.584,-73.654
40.584,-73.654
40.584,-73.653
40.584,-73.653
40.584,-73.654
40.584,-73.654
40.584,-73.654
40.584,-73.654
40.584,-73.654
40.584,-73.654
40.584,-73.654
40.584,-73.654
40.584,-73.654
40.584,-73.654
40.584,-73.654
40.584,-73.654
40.584,-73.654
40.584,-73.654
40.584,-73.654
40.584,-73.653
40.584,-73.654
40.584,-73.654
40.584,-73.654
40.584,-73.654
40.585,-73.655
40.651,-73.659
40.687,-73.723
40.75,-73.707
40.752,-73.709
40.751,-73.709
40.751,-73.709
40.751,-73.709
40.751,-73.709
40.751,-73.709
40.752,-73.71
40.751,-73.709
40.751,-73.709
40.751,-73.709
40.751,-73.709
40.751,-73.709
40.751,-73.709
40.751,-73.709
40.751,-73.709
40.751,-73.709
40.751,-73.709
40.751,-73.709
40.751,-73.709
40.751,-73.709
40.751,-73.709
40.751,-73.709
40.751,-73.709
40.751,-73.709
40.751,-73.709
40.751,-73.709
40.751,-73.709
40.741,-73.725
40.667,-73.784
40.656,-73.767
40.626,-73.741
40.585,-73.669
40.584,-73.654
40.584,-73.654
40.584,-73.654
40.584,-73.654
40.586,-73.652
40.589,-73.662
40.589,-73.662
40.584,-73.654
40.584,-73.654
40.584,-73.654
40.584,-73.654
40.584,-73.654
