u080_rct@eureka,4948
2016/04/06/11/42/29,43.67895,-72.263805,0.0
2016/04/06/11/58/26,43.679019,-72.263865,0.0
2016/04/06/12/17/54,43.679109,-72.263913,0.0
2016/04/06/12/32/54,43.67895,-72.263823,0.0
2016/04/06/12/47/53,43.678962,-72.263798,0.0
2016/04/06/13/04/02,43.679056,-72.26393,0.0
2016/04/06/13/20/36,43.678961,-72.263806,0.0
2016/04/06/13/36/02,43.679018,-72.263751,0.0
2016/04/06/13/51/16,43.679027,-72.263748,0.0
2016/04/06/14/07/02,43.678951,-72.263818,0.0
2016/04/06/14/23/09,43.67914,-72.264038,0.0
2016/04/06/14/38/09,43.678953,-72.263783,0.0
2016/04/12/09/23/41,43.678932,-72.263959,5.43
2016/04/12/09/39/02,43.678636,-72.263271,0.0
2016/04/12/09/53/59,43.67862,-72.263991,0.0
2016/04/12/10/09/01,43.678661,-72.264131,0.0
2016/04/12/10/24/08,43.678958,-72.263825,0.0
2016/04/12/10/39/17,43.678846,-72.264102,0.0
2016/04/12/10/57/31,43.678993,-72.263674,0.0
2016/04/12/11/14/17,43.678885,-72.263947,0.0
2016/04/12/11/31/19,43.679005,-72.263649,0.0
2016/04/12/11/51/16,43.678896,-72.26412,0.0
2016/04/12/12/06/22,43.678944,-72.263821,0.0
2016/04/12/12/21/20,43.67904,-72.264061,0.0
2016/04/12/12/36/21,43.679097,-72.264197,0.0
2016/04/12/12/51/24,43.678768,-72.264084,0.0
2016/04/12/13/06/23,43.679176,-72.263659,0.0
2016/04/12/13/23/45,43.678962,-72.263928,0.0
2016/04/12/13/39/00,43.678928,-72.263724,0.0
2016/04/12/13/54/14,43.678882,-72.264363,0.0
2016/04/12/14/11/23,43.678815,-72.264248,0.0
2016/04/12/14/27/27,43.679125,-72.263781,0.0
2016/04/12/14/42/32,43.678776,-72.263983,0.0
2016/04/12/15/03/52,43.678708,-72.264427,0.0
2016/04/12/15/18/38,43.679241,-72.263674,0.0
2016/04/12/15/37/36,43.678846,-72.263656,0.0
2016/04/12/15/53/01,43.678837,-72.263974,0.0
2016/04/12/16/07/35,43.679003,-72.263723,0.0
2016/04/12/16/22/39,43.678987,-72.263663,0.0
2016/04/12/16/39/13,43.678882,-72.263853,0.0
2016/04/12/16/54/10,43.679108,-72.264235,0.0
2016/04/12/17/09/12,43.679091,-72.264021,0.0
2016/04/12/17/24/14,43.679116,-72.263959,0.0
2016/04/12/17/39/24,43.679091,-72.263991,0.0
2016/04/12/17/55/17,43.678938,-72.264018,0.0
2016/04/12/18/11/16,43.678914,-72.264105,0.0
2016/04/12/18/26/17,43.679183,-72.264017,0.0
2016/04/12/18/43/41,43.679053,-72.263745,0.0
2016/04/12/18/58/59,43.678987,-72.263877,0.0
2016/04/12/19/13/33,43.678978,-72.264036,0.0
2016/04/12/19/29/01,43.678759,-72.263499,0.0
2016/04/12/19/45/17,43.679033,-72.264132,0.0
2016/04/12/20/03/04,43.678927,-72.263776,0.0
2016/04/12/20/18/26,43.679108,-72.264037,0.0
2016/04/12/20/36/39,43.67888,-72.264046,0.0
2016/04/12/20/52/43,43.679087,-72.264073,0.0
2016/04/12/21/07/29,43.679422,-72.262885,0.0
2016/04/12/21/22/29,43.679201,-72.263791,0.0
2016/04/12/21/37/26,43.678945,-72.264057,0.0
2016/04/12/21/53/41,43.67879,-72.263821,0.0
2016/04/12/22/10/14,43.679135,-72.263915,0.0
2016/04/12/22/25/09,43.678931,-72.263552,0.0
2016/04/12/22/40/25,43.678964,-72.264166,0.0
2016/04/12/22/56/27,43.678947,-72.26401,0.0
2016/04/12/23/12/28,43.678841,-72.263659,0.56
2016/04/12/23/27/32,43.678518,-72.264364,0.0
2016/04/12/23/42/34,43.679108,-72.263763,0.0
2016/04/12/23/57/34,43.679027,-72.26413,0.0
2016/04/13/00/13/00,43.678884,-72.264021,0.0
2016/04/13/00/28/22,43.67886,-72.263885,0.0
2016/04/13/00/43/42,43.678992,-72.263901,0.0
2016/04/13/00/58/56,43.679084,-72.263931,0.0
2016/04/13/01/14/38,43.679245,-72.263764,0.0
2016/04/13/01/29/44,43.678842,-72.263977,0.0
2016/04/13/01/45/25,43.679041,-72.263598,0.0
2016/04/13/02/00/11,43.679019,-72.263738,0.0
2016/04/13/02/15/09,43.678983,-72.263813,0.0
2016/04/13/02/32/10,43.679051,-72.264004,0.0
2016/04/13/02/50/11,43.679052,-72.264068,0.0
2016/04/13/03/05/10,43.678864,-72.263745,0.0
2016/04/13/03/20/08,43.679152,-72.263993,0.0
2016/04/13/03/35/37,43.679198,-72.2636,0.0
2016/04/13/03/53/20,43.678679,-72.263987,0.0
2016/04/13/04/09/08,43.678999,-72.263814,0.0
2016/04/13/04/23/55,43.679235,-72.263996,0.0
2016/04/13/04/39/08,43.678774,-72.263918,0.0
2016/04/13/04/55/11,43.679344,-72.263955,0.0
2016/04/13/05/12/37,43.679313,-72.264019,0.0
2016/04/13/05/28/49,43.679068,-72.263787,0.0
2016/04/13/05/45/03,43.678959,-72.263903,0.0
2016/04/13/06/02/30,43.678981,-72.263707,0.0
2016/04/13/06/18/55,43.678951,-72.264294,0.0
2016/04/13/06/34/06,43.679117,-72.263472,0.0
2016/04/13/06/49/50,43.678984,-72.263552,0.0
2016/04/13/07/05/53,43.6787,-72.263674,0.0
2016/04/13/07/20/50,43.679039,-72.263857,0.0
2016/04/13/07/36/41,43.678913,-72.263822,0.0
2016/04/13/07/51/57,43.679054,-72.263767,0.0
2016/04/13/08/09/11,43.679352,-72.263974,0.0
2016/04/13/08/23/59,43.678911,-72.263861,0.0
2016/04/13/08/40/21,43.678609,-72.263514,0.0
2016/04/13/08/55/23,43.678951,-72.264066,0.0
2016/04/13/09/10/27,43.679009,-72.26374,0.0
2016/04/13/09/25/28,43.679002,-72.263758,0.0
2016/04/13/09/41/58,43.678987,-72.263773,0.0
2016/04/13/09/56/41,43.678986,-72.263776,0.0
2016/04/13/10/11/42,43.678984,-72.263784,0.0
2016/04/13/10/26/42,43.678985,-72.263786,0.0
2016/04/13/10/41/41,43.678989,-72.26379,0.0
2016/04/13/10/58/03,43.678988,-72.263793,0.0
2016/04/13/11/13/14,43.678989,-72.2638,0.0
2016/04/13/11/29/08,43.678989,-72.263803,0.0
2016/04/13/11/45/34,43.678991,-72.263804,0.0
2016/04/13/12/03/03,43.67899,-72.263808,0.0
2016/04/13/12/20/23,43.67899,-72.263809,0.0
2016/04/13/12/36/10,43.678993,-72.26381,0.0
2016/04/13/12/51/20,43.678993,-72.263814,0.0
2016/04/13/13/06/10,43.678995,-72.263817,0.0
2016/04/13/13/21/56,43.678993,-72.263821,0.0
2016/04/13/13/38/03,43.678964,-72.263811,0.0
2016/04/13/13/55/09,43.678871,-72.263881,0.0
2016/04/13/14/11/42,43.67888,-72.263884,0.0
2016/04/13/14/26/43,43.678893,-72.263886,0.0
2016/04/13/14/43/12,43.678899,-72.263888,0.0
2016/05/05/12/18/30,40.751303,-73.709096,0.0
2016/05/05/12/33/28,40.751335,-73.70912,0.0
2016/05/05/12/48/28,40.75135,-73.709126,0.0
2016/05/05/13/03/28,40.750995,-73.709925,0.68
2016/05/05/13/18/28,40.698897,-73.727188,20.51
2016/05/05/13/34/19,40.683601,-73.742809,0.0
2016/05/05/13/49/29,40.683947,-73.742762,0.33
2016/05/05/14/05/29,40.683597,-73.742771,0.0
2016/05/05/14/20/30,40.683749,-73.742808,0.0
2016/05/05/14/39/32,40.683675,-73.742728,0.0
2016/05/05/14/55/28,40.683665,-73.742763,0.0
2016/05/05/15/11/25,40.683632,-73.742829,0.0
2016/05/05/15/26/34,40.70267,-73.748929,0.49
2016/05/05/15/41/52,40.740357,-73.789462,16.38
2016/05/05/15/56/49,40.753868,-73.826263,0.0
2016/05/05/16/16/27,40.753843,-73.826314,0.0
2016/05/05/16/30/47,40.754195,-73.826172,0.0
2016/05/05/16/47/04,40.754071,-73.826331,0.0
2016/05/05/17/03/26,40.754164,-73.825663,0.0
2016/05/05/17/18/32,40.753819,-73.826244,0.0
2016/05/05/17/33/36,40.753971,-73.826221,0.0
2016/05/05/17/49/35,40.75389,-73.82641,0.0
2016/05/05/18/04/59,40.753897,-73.826265,0.0
2016/05/05/18/19/36,40.744781,-73.825892,2.19
